Timestamp,Mode,Alarm,Temp,Date
2022-08-27 18:08:24,1,1,26.7,2022-08-27
2022-08-27 23:28:20,1,1,20.1,2022-08-27
2022-08-28 04:47:40,1,1,17.6,2022-08-28
2022-08-28 10:06:57,1,1,22.9,2022-08-28
2022-08-28 15:27:20,1,1,27.1,2022-08-28
2022-08-28 20:47:41,1,1,21.8,2022-08-28
2022-08-29 02:07:18,1,1,19.7,2022-08-29
2022-08-29 07:26:42,1,1,19.0,2022-08-29
2022-08-29 12:46:35,1,1,24.6,2022-08-29
2022-08-29 18:06:52,1,1,22.9,2022-08-29
2022-08-29 23:26:39,1,1,20.1,2022-08-29
2022-08-30 04:46:07,1,1,19.7,2022-08-30
2022-08-30 10:05:42,1,1,22.9,2022-08-30
2022-08-30 11:19:12,1,0,22.9,2022-08-30
2022-08-30 11:19:54,1,1,25.0,2022-08-30
2022-08-30 12:42:58,1,0,25.0,2022-08-30
2022-08-30 12:43:40,1,1,25.0,2022-08-30
2022-08-30 18:03:46,1,1,26.0,2022-08-30
2022-08-30 23:23:38,1,1,19.7,2022-08-30
2022-08-31 04:43:04,1,1,18.7,2022-08-31
2022-08-31 10:02:39,1,1,23.2,2022-08-31
2022-08-31 14:41:58,1,0,23.2,2022-08-31
2022-08-31 14:42:38,1,1,25.7,2022-08-31
2022-08-31 14:53:36,1,0,25.7,2022-08-31
2022-08-31 14:54:16,1,1,24.6,2022-08-31
2022-08-31 14:54:56,1,0,24.6,2022-08-31
2022-08-31 14:55:38,1,1,24.3,2022-08-31
2022-08-31 15:31:07,1,0,22.5,2022-08-31
2022-08-31 15:31:49,1,1,22.2,2022-08-31
2022-08-31 15:33:28,1,0,22.2,2022-08-31
2022-08-31 16:38:53,1,0,22.2,2022-08-31
2022-08-31 16:39:36,1,1,22.5,2022-08-31
2022-08-31 21:59:19,1,1,19.7,2022-08-31
2022-09-01 03:18:51,1,1,19.7,2022-09-01
2022-09-01 08:38:21,1,1,20.8,2022-09-01
2022-09-01 12:05:31,1,0,20.8,2022-09-01
2022-09-01 12:06:15,1,1,25.0,2022-09-01
2022-09-01 15:06:55,1,0,25.0,2022-09-01
2022-09-01 15:07:37,1,1,27.1,2022-09-01
2022-09-01 20:27:40,1,1,22.9,2022-09-01
2022-09-02 01:47:29,1,1,20.8,2022-09-02
2022-09-02 07:07:00,1,1,19.4,2022-09-02
2022-09-07 12:26:15,1,1,25.3,2022-09-07
2022-09-07 15:37:36,1,0,23.9,2022-09-07
2022-09-07 15:44:41,1,0,23.9,2022-09-07
2022-09-07 15:45:23,1,1,23.9,2022-09-07
2022-09-07 15:49:15,1,0,23.9,2022-09-07
2022-09-07 15:51:49,1,0,23.9,2022-09-07
2022-09-07 15:52:33,1,1,23.9,2022-09-07
2022-09-07 21:12:19,1,1,21.1,2022-09-07
2022-09-08 02:31:52,1,1,19.0,2022-09-08
2022-09-08 07:51:19,1,1,19.4,2022-09-08
2022-09-08 10:22:23,1,0,19.4,2022-09-08
2022-09-08 10:23:07,1,1,20.4,2022-09-08
2022-09-08 13:34:31,1,0,20.4,2022-09-08
2022-09-08 13:35:15,1,1,21.5,2022-09-08
2022-09-08 18:54:50,1,1,19.7,2022-09-08
2022-09-08 18:59:07,1,0,19.7,2022-09-08
2022-09-08 18:59:51,1,1,19.7,2022-09-08
2022-09-09 00:18:43,1,1,18.7,2022-09-09
2022-09-09 05:38:03,1,1,17.6,2022-09-09
2022-09-09 09:36:09,1,0,17.6,2022-09-09
2022-09-09 09:36:52,1,1,18.3,2022-09-09
2022-09-09 09:51:53,1,0,18.3,2022-09-09
2022-09-09 09:52:34,1,1,18.3,2022-09-09
2022-09-09 10:30:24,1,0,18.3,2022-09-09
2022-09-09 10:31:05,1,1,17.6,2022-09-09
2022-09-09 10:31:23,1,0,17.6,2022-09-09
2022-09-09 10:32:04,1,1,17.6,2022-09-09
2022-09-09 11:52:56,1,0,17.6,2022-09-09
2022-09-09 11:53:40,1,1,20.1,2022-09-09
2022-09-09 15:31:16,1,0,20.1,2022-09-09
2022-09-09 15:32:06,1,1,21.5,2022-09-09
2022-09-09 17:43:23,1,0,21.5,2022-09-09
2022-09-09 17:44:05,1,1,20.1,2022-09-09
2022-09-09 23:03:15,1,1,18.0,2022-09-09
2022-09-10 04:22:25,1,1,16.9,2022-09-10
2022-09-10 07:57:47,1,0,16.9,2022-09-10
2022-09-10 07:58:30,1,1,17.6,2022-09-10
2022-09-10 08:23:22,1,0,17.6,2022-09-10
2022-09-10 08:24:05,1,1,16.9,2022-09-10
2022-09-10 08:53:24,1,0,16.9,2022-09-10
2022-09-10 08:54:07,1,1,16.9,2022-09-10
2022-09-10 08:55:45,1,0,16.9,2022-09-10
2022-09-10 08:56:24,1,1,16.9,2022-09-10
2022-09-10 11:40:54,1,0,16.9,2022-09-10
2022-09-10 12:30:50,1,0,20.8,2022-09-10
2022-09-10 12:31:30,1,1,21.1,2022-09-10
2022-10-18 14:59:13,1,1,18.0,2022-10-18
2022-10-18 16:33:08,1,0,18.0,2022-10-18
2022-10-18 16:33:40,1,0,15.9,2022-10-18
2022-10-18 16:33:52,1,1,15.9,2022-10-18
2022-10-18 21:51:56,1,1,13.4,2022-10-18
2022-10-18 21:52:06,1,1,13.4,2022-10-18
2022-10-19 03:10:23,1,1,13.8,2022-10-19
2022-10-19 08:29:01,1,1,14.8,2022-10-19
2022-10-19 10:31:01,1,0,14.8,2022-10-19
2022-10-19 10:31:42,1,1,16.9,2022-10-19
2022-10-19 10:34:36,1,0,16.9,2022-10-19
2022-10-19 10:35:18,1,1,16.9,2022-10-19
2022-10-19 10:39:19,1,0,16.9,2022-10-19
2022-10-19 10:40:01,1,1,16.9,2022-10-19
2022-10-19 11:28:22,1,0,16.9,2022-10-19
2022-10-19 11:29:03,1,1,18.0,2022-10-19
2022-10-19 16:48:02,1,1,17.3,2022-10-19
2022-10-19 22:07:07,1,1,16.2,2022-10-19
2022-10-20 03:26:04,1,1,16.2,2022-10-20
2022-10-20 08:45:00,1,1,16.6,2022-10-20
2022-10-20 13:42:06,1,0,16.6,2022-10-20
2022-10-20 13:42:51,1,1,18.7,2022-10-20
2022-10-20 19:01:57,1,1,16.6,2022-10-20
2022-10-21 00:20:44,1,1,14.5,2022-10-21
2022-10-21 05:39:12,1,1,13.8,2022-10-21
2022-10-21 10:45:50,1,0,13.8,2022-10-21
2022-10-21 10:46:31,1,1,17.3,2022-10-21
2022-10-21 16:05:37,1,1,18.3,2022-10-21
2022-10-21 21:24:51,1,1,16.9,2022-10-21
2022-10-22 02:43:53,1,1,16.6,2022-10-22
2022-10-22 08:02:50,1,1,16.2,2022-10-22
2022-10-22 13:21:54,1,1,19.0,2022-10-22
2022-10-22 18:41:09,1,1,17.3,2022-10-22
2022-10-23 00:00:11,1,1,16.9,2022-10-23
2022-10-23 05:19:11,1,1,16.6,2022-10-23
2022-10-23 10:38:15,1,1,17.6,2022-10-23
2022-10-23 15:57:20,1,1,18.7,2022-10-23
2022-10-23 21:16:21,1,1,15.5,2022-10-23
2022-10-24 02:35:11,1,1,16.6,2022-10-24
2022-10-24 07:54:03,1,1,15.9,2022-10-24
2022-10-24 09:37:28,1,0,15.9,2022-10-24
2022-10-24 09:37:36,1,0,16.6,2022-10-24
2022-10-24 09:38:06,1,1,16.6,2022-10-24
2022-10-24 09:50:34,1,0,16.6,2022-10-24
2022-10-24 09:51:17,1,1,16.6,2022-10-24
2022-10-24 09:56:49,1,0,16.6,2022-10-24
2022-10-24 10:56:42,1,0,16.6,2022-10-24
2022-10-24 10:57:22,1,1,18.0,2022-10-24
2022-10-24 11:14:58,1,0,18.0,2022-10-24
2022-10-24 11:15:43,1,1,18.7,2022-10-24
2022-10-24 11:33:47,1,0,18.7,2022-10-24
2022-10-24 11:34:29,1,1,19.7,2022-10-24
2022-10-24 11:36:46,1,0,19.7,2022-10-24
2022-10-24 12:00:19,1,0,19.7,2022-10-24
2022-10-24 12:46:17,1,0,20.1,2022-10-24
2022-10-24 12:46:57,1,1,20.1,2022-10-24
2022-10-24 18:06:07,1,1,18.0,2022-10-24
2022-10-24 23:25:05,1,1,16.2,2022-10-24
2022-10-25 04:43:47,1,1,14.8,2022-10-25
2022-10-25 10:02:26,1,1,16.9,2022-10-25
2022-10-25 15:21:52,1,1,20.4,2022-10-25
2022-10-25 19:41:04,1,0,20.4,2022-10-25
2022-10-25 19:41:46,1,1,15.2,2022-10-25
2022-10-26 01:00:32,1,1,16.9,2022-10-26
2022-10-26 06:19:37,1,1,17.3,2022-10-26
2022-10-26 10:57:22,1,0,17.3,2022-10-26
2022-10-26 10:57:43,1,0,20.4,2022-10-26
2022-10-27 10:38:02,1,0,17.6,2022-10-27
2022-10-27 18:53:47,1,1,17.6,2022-10-27
2022-10-27 19:13:54,1,0,17.6,2022-10-27
2022-10-27 19:14:12,1,0,17.6,2022-10-27
2022-10-27 19:17:14,1,0,17.6,2022-10-27
2022-10-27 19:17:42,1,0,17.6,2022-10-27
2022-10-27 19:17:59,1,1,17.6,2022-10-27
2022-10-27 19:18:05,1,0,17.6,2022-10-27
2022-10-27 19:18:29,1,0,17.6,2022-10-27
2022-10-27 19:18:42,1,0,17.6,2022-10-27
2022-10-27 19:18:53,1,1,17.6,2022-10-27
2022-10-27 19:19:18,1,0,17.6,2022-10-27
2022-10-27 20:05:48,1,0,17.6,2022-10-27
2022-10-27 20:06:32,1,1,17.3,2022-10-27
2022-10-28 01:24:54,1,1,16.9,2022-10-28
2022-10-28 06:43:54,1,1,16.6,2022-10-28
2022-10-28 11:43:51,1,0,16.6,2022-10-28
2022-10-28 11:44:33,1,1,19.7,2022-10-28
2022-10-28 17:04:02,1,1,19.4,2022-10-28
2022-10-28 22:23:12,1,1,15.9,2022-10-28
2022-10-29 03:42:02,1,1,14.5,2022-10-29
2022-10-29 09:00:50,1,1,16.6,2022-10-29
2022-10-29 14:20:10,1,1,20.8,2022-10-29
2022-10-29 19:39:35,1,1,18.0,2022-10-29
2022-10-30 00:58:42,1,1,17.3,2022-10-30
2022-10-30 05:17:44,1,1,16.6,2022-10-30
2022-10-30 10:36:39,1,1,16.6,2022-10-30
2022-10-30 15:55:35,1,1,16.6,2022-10-30
2022-10-30 21:14:25,1,1,15.5,2022-10-30
2022-10-31 02:33:06,1,1,15.2,2022-10-31
2022-10-31 09:59:21,1,0,14.5,2022-10-31
2022-10-31 09:59:33,1,0,18.0,2022-10-31
2022-10-31 10:00:06,1,1,18.0,2022-10-31
2022-10-31 14:27:36,1,0,18.0,2022-10-31
2022-10-31 14:28:17,1,1,18.7,2022-10-31
2022-10-31 19:47:22,1,1,17.3,2022-10-31
2022-11-01 01:06:25,1,1,16.6,2022-11-01
2022-11-01 06:25:19,1,1,15.2,2022-11-01
2022-11-01 11:44:16,1,1,17.3,2022-11-01
2022-11-01 14:48:00,1,0,17.3,2022-11-01
2022-11-01 14:48:41,1,1,16.9,2022-11-01
2022-11-01 14:55:42,1,1,16.9,2022-11-01
2022-11-01 20:13:46,1,1,14.8,2022-11-01
2022-11-02 01:32:24,1,1,13.8,2022-11-02
2022-11-02 06:50:48,1,1,12.0,2022-11-02
2022-11-02 09:18:10,1,0,12.0,2022-11-02
2022-11-02 09:18:53,1,1,14.8,2022-11-02
2022-11-02 10:53:55,1,0,14.8,2022-11-02
2022-11-02 10:54:39,1,1,17.6,2022-11-02
2022-11-02 10:56:05,1,0,17.6,2022-11-02
2022-11-02 10:56:52,1,1,17.6,2022-11-02
2022-11-02 11:47:40,1,0,17.6,2022-11-02
2022-11-02 11:48:22,1,1,18.7,2022-11-02
2022-11-02 12:13:10,1,0,18.7,2022-11-02
2022-11-02 12:13:50,1,1,18.3,2022-11-02
2022-11-02 13:05:40,1,0,18.3,2022-11-02
2022-11-02 13:06:22,1,1,18.0,2022-11-02
2022-11-02 16:04:45,1,0,18.0,2022-11-02
2022-11-02 16:05:26,1,1,16.6,2022-11-02
2022-11-02 17:45:16,1,0,16.6,2022-11-02
2022-11-02 17:45:58,1,1,16.2,2022-11-02
2022-11-02 17:49:08,1,0,16.2,2022-11-02
2022-11-02 17:49:49,1,1,15.9,2022-11-02
2022-11-02 19:31:30,1,0,15.9,2022-11-02
2022-11-03 06:08:38,1,1,14.5,2022-11-03
2022-11-03 22:03:55,1,1,10.6,2022-11-03
2022-11-04 03:21:47,1,1,8.9,2022-11-04
2022-11-04 08:39:46,1,1,9.2,2022-11-04
2022-11-04 09:41:51,1,0,9.2,2022-11-04
2022-11-04 09:42:33,1,1,11.0,2022-11-04
2022-11-04 09:54:14,1,0,11.0,2022-11-04
2022-11-04 09:54:54,1,1,11.3,2022-11-04
2022-11-04 10:11:19,1,0,11.3,2022-11-04
2022-11-04 10:12:00,1,1,11.3,2022-11-04
2022-11-04 10:13:50,1,0,11.3,2022-11-04
2022-11-04 10:14:32,1,0,11.3,2022-11-04
2022-11-04 10:15:15,1,1,11.3,2022-11-04
2022-11-04 15:33:31,1,1,12.7,2022-11-04
2022-11-04 20:51:41,1,1,10.3,2022-11-04
2022-11-05 02:09:30,1,1,8.5,2022-11-05
2022-11-05 07:27:13,1,1,8.9,2022-11-05
2022-11-05 12:45:17,1,1,12.4,2022-11-05
2022-11-05 18:03:39,1,1,12.7,2022-11-05
2022-11-05 23:22:04,1,1,13.1,2022-11-05
2022-11-06 04:40:37,1,1,13.4,2022-11-06
2022-11-06 09:59:08,1,1,13.8,2022-11-06
2022-11-06 15:17:40,1,1,13.4,2022-11-06
2022-11-06 15:17:53,1,1,13.4,2022-11-06
2022-11-06 20:36:07,1,1,12.0,2022-11-06
2022-11-07 01:54:28,1,1,11.7,2022-11-07
2022-11-07 07:12:50,1,1,12.4,2022-11-07
2022-11-07 10:54:06,1,0,12.4,2022-11-07
2022-11-07 10:54:44,1,1,14.1,2022-11-07
2022-11-07 16:04:47,1,0,14.1,2022-11-07
2022-11-07 16:25:13,1,0,14.1,2022-11-07
2022-11-07 16:25:55,1,1,14.1,2022-11-07
2022-11-07 21:44:32,1,1,14.1,2022-11-07
2022-11-08 03:03:11,1,1,14.5,2022-11-08
2022-11-08 08:21:46,1,1,14.1,2022-11-08
2022-11-08 13:40:37,1,1,16.9,2022-11-08
2022-11-08 18:59:26,1,1,14.1,2022-11-08
2022-11-09 00:18:04,1,1,13.8,2022-11-09
2022-11-09 05:36:37,1,1,13.1,2022-11-09
2022-11-09 10:55:09,1,1,15.2,2022-11-09
2022-11-09 16:14:04,1,1,14.5,2022-11-09
2022-11-09 21:32:34,1,1,12.4,2022-11-09
2022-11-10 18:46:51,1,1,14.5,2022-11-10
2022-11-11 00:05:32,1,1,14.1,2022-11-11
2022-11-11 05:24:12,1,1,14.1,2022-11-11
2022-11-11 10:42:52,1,1,15.5,2022-11-11
2022-11-11 12:50:54,1,0,15.5,2022-11-11
2022-11-11 12:51:35,1,1,16.6,2022-11-11
2022-11-11 18:10:09,1,1,14.1,2022-11-11
2022-11-11 23:28:47,1,1,12.7,2022-11-11
2022-11-12 04:47:06,1,1,11.7,2022-11-12
2022-11-12 10:05:36,1,1,14.5,2022-11-12
2022-11-12 15:24:31,1,1,15.5,2022-11-12
2022-11-12 20:43:12,1,1,13.8,2022-11-12
2022-11-13 02:01:45,1,1,13.8,2022-11-13
2022-11-13 07:20:12,1,1,12.4,2022-11-13
2022-11-13 12:38:43,1,1,15.5,2022-11-13
2022-11-13 17:57:32,1,1,13.8,2022-11-13
2022-11-13 23:15:55,1,1,11.7,2022-11-13
2022-11-14 04:35:52,1,1,10.6,2022-11-14
2022-11-14 09:52:05,1,1,13.1,2022-11-14
2022-11-14 15:10:42,1,1,12.4,2022-11-14
2022-11-14 16:05:44,1,0,12.4,2022-11-14
2022-11-14 16:06:26,1,1,11.3,2022-11-14
2022-11-14 17:05:51,1,0,11.3,2022-11-14
2022-11-14 17:06:34,1,1,11.0,2022-11-14
2022-11-14 22:24:46,1,1,13.1,2022-11-14
2022-11-15 03:43:40,1,1,11.7,2022-11-15
2022-11-15 09:01:29,1,1,13.4,2022-11-15
2022-11-15 09:47:11,1,0,13.4,2022-11-15
2022-11-15 09:47:53,1,1,13.8,2022-11-15
2022-11-21 11:35:44,1,0,5.7,2022-11-21
2022-11-21 11:36:24,1,1,9.9,2022-11-21
2022-11-21 13:45:11,1,0,9.9,2022-11-21
2022-11-21 13:45:55,1,1,10.6,2022-11-21
2022-11-21 13:47:31,1,0,10.6,2022-11-21
2022-11-21 13:48:15,1,1,10.6,2022-11-21
2022-11-21 13:49:18,1,0,10.6,2022-11-21
2022-11-21 13:49:52,1,1,10.6,2022-11-21
2022-11-21 14:38:07,1,0,10.6,2022-11-21
2022-11-21 14:38:50,1,1,10.3,2022-11-21
2022-11-21 14:39:59,1,0,10.3,2022-11-21
2022-11-21 14:40:43,1,1,10.3,2022-11-21
2022-11-21 15:06:46,1,0,10.3,2022-11-21
2022-11-21 15:07:27,1,1,9.9,2022-11-21
2022-11-21 15:14:25,1,0,9.9,2022-11-21
2022-11-21 15:15:11,1,1,9.9,2022-11-21
2022-11-21 15:24:15,1,0,9.9,2022-11-21
2022-11-21 15:24:33,1,0,9.9,2022-11-21
2022-11-21 15:24:55,1,1,9.9,2022-11-21
2022-11-21 15:24:58,1,1,9.9,2022-11-21
2022-11-21 16:12:37,1,0,9.9,2022-11-21
2022-11-21 16:13:20,1,1,9.9,2022-11-21
2022-11-21 16:20:01,1,0,9.9,2022-11-21
2022-11-21 16:20:47,1,1,9.9,2022-11-21
2022-11-21 16:22:49,1,0,9.9,2022-11-21
2022-11-21 16:23:29,1,1,9.9,2022-11-21
2022-11-21 21:40:48,1,1,9.2,2022-11-21
2022-11-22 02:58:27,1,1,7.8,2022-11-22
2022-11-22 08:16:02,1,1,8.2,2022-11-22
2022-11-22 10:45:37,1,0,8.2,2022-11-22
2022-11-22 10:46:18,1,1,10.3,2022-11-22
2022-11-22 10:57:59,1,0,10.3,2022-11-22
2022-11-22 10:58:39,1,1,10.6,2022-11-22
2022-11-23 02:51:46,1,1,7.5,2022-11-23
2022-11-23 08:09:17,1,1,9.2,2022-11-23
2022-11-23 12:02:04,1,0,9.2,2022-11-23
2022-11-23 12:02:47,1,1,10.3,2022-11-23
2022-11-23 12:56:41,1,0,10.3,2022-11-23
2022-11-23 12:57:21,1,1,10.6,2022-11-23
2022-11-23 13:02:42,1,0,10.6,2022-11-23
2022-11-23 13:03:26,1,1,11.0,2022-11-23
2022-11-23 23:39:04,1,1,9.2,2022-11-23
2022-11-24 04:56:44,1,1,8.5,2022-11-24
2022-11-24 10:14:20,1,1,10.6,2022-11-24
2022-11-25 02:08:36,1,1,9.2,2022-11-25
2022-11-25 07:26:13,1,1,8.9,2022-11-25
2022-11-25 12:44:08,1,1,12.4,2022-11-25
2022-11-25 18:02:14,1,1,9.9,2022-11-25
2022-11-25 18:02:25,1,1,9.9,2022-11-25
2022-11-25 23:20:07,1,1,8.9,2022-11-25
2022-11-27 11:53:22,1,0,11.3,2022-11-27
2022-11-27 11:53:33,1,0,11.3,2022-11-27
2022-11-27 12:04:31,1,0,11.3,2022-11-27
2022-11-27 12:05:12,1,1,11.3,2022-11-27
2022-11-27 12:06:56,1,0,11.3,2022-11-27
2022-11-27 12:07:36,1,1,11.3,2022-11-27
2022-11-27 17:25:41,1,1,11.3,2022-11-27
2022-11-27 22:43:42,1,1,11.0,2022-11-27
2022-11-28 04:01:50,1,1,9.9,2022-11-28
2022-11-28 09:19:29,1,1,8.9,2022-11-28
2022-11-28 09:40:53,1,0,8.9,2022-11-28
2022-11-28 09:41:33,1,1,9.2,2022-11-28
2022-11-28 10:34:36,1,0,9.2,2022-11-28
2022-11-28 10:35:16,1,1,9.9,2022-11-28
2022-11-28 10:48:45,1,0,9.9,2022-11-28
2022-11-28 10:49:25,1,1,9.9,2022-11-28
2022-11-28 13:27:05,1,0,9.9,2022-11-28
2022-11-28 13:27:47,1,1,11.0,2022-11-28
2022-11-28 13:41:08,1,0,11.0,2022-11-28
2022-11-28 13:41:49,1,1,11.0,2022-11-28
2022-11-28 18:50:49,1,0,11.0,2022-11-28
2022-11-28 18:51:29,1,1,8.9,2022-11-28
2022-11-28 21:39:44,1,0,8.9,2022-11-28
2022-11-28 21:40:27,1,1,7.1,2022-11-28
2022-11-28 21:41:36,1,0,7.1,2022-11-28
2022-11-28 21:41:48,1,0,7.1,2022-11-28
2022-11-28 21:42:19,1,1,7.1,2022-11-28
2022-11-28 21:44:14,1,0,7.1,2022-11-28
2022-11-28 21:44:54,1,0,7.1,2022-11-28
2022-11-28 21:45:36,1,1,7.1,2022-11-28
2022-11-28 21:46:04,1,0,7.1,2022-11-28
2022-11-28 21:46:33,1,0,7.1,2022-11-28
2022-11-28 21:46:46,1,1,7.1,2022-11-28
2022-11-29 03:03:51,1,1,7.5,2022-11-29
2022-11-29 08:21:19,1,1,7.8,2022-11-29
2022-11-29 08:23:14,1,0,7.8,2022-11-29
2022-11-29 08:27:06,1,0,7.8,2022-11-29
2022-11-29 08:27:48,1,1,7.8,2022-11-29
2022-11-29 08:27:59,1,0,7.8,2022-11-29
2022-11-29 08:28:39,1,1,7.8,2022-11-29
2022-11-29 09:08:37,1,0,7.8,2022-11-29
2022-11-29 09:09:21,1,1,8.5,2022-11-29
2022-11-29 09:09:30,1,0,8.5,2022-11-29
2022-11-29 09:09:53,1,0,8.5,2022-11-29
2022-11-29 09:10:14,1,1,8.5,2022-11-29
2022-11-29 09:17:23,1,0,8.5,2022-11-29
2022-11-29 09:18:04,1,1,8.5,2022-11-29
2022-11-29 09:25:51,1,0,8.5,2022-11-29
2022-11-29 09:26:30,1,1,8.5,2022-11-29
2022-11-29 09:35:13,1,0,8.5,2022-11-29
2022-11-29 09:35:56,1,1,8.9,2022-11-29
2022-11-29 09:42:14,1,0,8.9,2022-11-29
2022-11-29 09:42:57,1,1,8.9,2022-11-29
2022-11-29 09:49:18,1,0,8.9,2022-11-29
2022-11-29 09:50:00,1,1,8.9,2022-11-29
2022-11-29 10:02:12,1,0,8.9,2022-11-29
2022-11-29 10:02:55,1,1,8.9,2022-11-29
2022-11-29 10:03:14,1,0,8.9,2022-11-29
2022-11-29 10:03:42,1,0,8.9,2022-11-29
2022-11-29 10:04:00,1,1,8.9,2022-11-29
2022-11-29 10:05:12,1,0,8.9,2022-11-29
2022-11-29 10:05:55,1,1,8.9,2022-11-29
2022-11-29 10:07:52,1,0,8.9,2022-11-29
2022-11-29 10:08:26,1,0,8.9,2022-11-29
2022-11-29 10:08:37,1,1,8.9,2022-11-29
2022-11-29 10:10:30,1,1,8.9,2022-11-29
2022-11-29 10:11:54,1,0,8.9,2022-11-29
2022-11-29 10:18:18,1,0,8.9,2022-11-29
2022-11-29 10:19:00,1,1,9.2,2022-11-29
2022-11-29 11:31:44,1,0,9.2,2022-11-29
2022-11-29 11:32:27,1,1,8.2,2022-11-29
2022-11-29 11:32:45,1,0,8.2,2022-11-29
2022-11-29 11:33:27,1,1,8.2,2022-11-29
2022-11-29 11:37:56,1,0,8.2,2022-11-29
2022-11-29 11:38:38,1,1,8.2,2022-11-29
2022-11-29 11:43:51,1,0,8.2,2022-11-29
2022-11-29 11:44:31,1,1,8.5,2022-11-29
2022-11-29 11:53:17,1,0,8.5,2022-11-29
2022-11-29 11:53:55,1,1,8.9,2022-11-29
2022-11-29 12:00:29,1,0,8.9,2022-11-29
2022-11-29 12:00:46,1,0,9.2,2022-11-29
2022-11-29 12:01:14,1,1,9.2,2022-11-29
2022-11-29 12:11:53,1,0,9.2,2022-11-29
2022-11-29 12:12:35,1,1,9.2,2022-11-29
2022-11-29 12:26:49,1,0,9.2,2022-11-29
2022-11-29 12:27:32,1,1,9.6,2022-11-29
2022-11-29 12:28:18,1,1,9.6,2022-11-29
2022-11-29 12:29:11,1,0,9.6,2022-11-29
